"respondente_id","idade","faixa_idade","genero","cor_raca_etnia","pcd","uf_atual","regiao_atual","nivel_ensino","setor_atual","num_funcionarios","atua_como_gestor","cargo_atual","senioridade","faixa_salarial","faixa_salarial_valida","modalidade_atual","servico_cloud_preferido","ai_prioridade","ano_pesquisa"
"svalf8xa6ej30aciusvalfmioaw9hgir","33","30-34","Masculino","Branca","Não","PR","Sul","Graduação/Bacharelado","Tecnologia/Fábrica de Software","de 101 a 500","FALSE","Analista de Dados/Data Analyst","Sênior","de R$ 12.001/mês a R$ 16.000/mês","true","Modelo 100% remoto","Não sei opinar / Não tenho preferência",,"2024"
"5d0nqtuv7o86gejyp5d0nivosm33s8g6","35","35-39","Feminino","Preta","Não","RN","Nordeste","Doutorado ou Phd","Tecnologia/Fábrica de Software","de 101 a 500","FALSE","Cientista de Dados/Data Scientist","Pleno","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo 100% remoto","Não sei opinar / Não tenho preferência",,"2024"
"opk0k3xo9e52npopkiiczpbolrfxe7ih","32","30-34","Masculino","Branca","Não","SP","Sudeste","Graduação/Bacharelado","Finanças ou Bancos","de 101 a 500","TRUE",,,"de R$ 30.001/mês a R$ 40.000/mês","true","Modelo 100% remoto",,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (tratam-se de iniciativas isoladas e com pouco foco).","2024"
"04jxlpf40t1cow5lm04jdhxs8st1glar","43","40-44","Feminino","Branca","Sim",,,"Mestrado",,,,,,,,,,,"2024"
"dbshb6anid7ja18bdbshb6anyjjo28yz","34","30-34","Masculino","Branca","Não","SP","Sudeste","Mestrado","Internet/Ecommerce","Acima de 3.000","TRUE",,,"de R$ 30.001/mês a R$ 40.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)",,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo).","2024"
"ckhl6koo2d20ckhpimgbpd26wb0rod3r","30","30-34","Masculino","Branca","Não","SP","Sudeste","Graduação/Bacharelado","Setor de Energia","de 101 a 500","FALSE","Analista de Dados/Data Analyst","Sênior","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Não sei opinar / Não tenho preferência",,"2024"
"9qadfmm4z1joqkawdj4jy39qadfmco05","29","25-29","Feminino","Parda","Prefiro não informar","CE","Nordeste","Estudante de Graduação","Outra Opção","de 501 a 1.000","FALSE","Analista de Dados/Data Analyst","Pleno","de R$ 6.001/mês a R$ 8.000/mês","true","Modelo 100% remoto","Não sei opinar / Não tenho preferência",,"2024"
"2q141d500tz1frsy2q14142eqxk0cwhw","30","30-34","Masculino","Branca","Não","SP","Sudeste","Graduação/Bacharelado","Setor de Energia","de 51 a 100","FALSE","Analista de Dados/Data Analyst","Júnior","de R$ 2.001/mês a R$ 3.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Não sei opinar / Não tenho preferência",,"2024"
"i5qhzyhnrjveu0fbuqi5qhzy97m7mbxt","28","25-29","Masculino","Branca","Não","SP","Sudeste","Graduação/Bacharelado","Finanças ou Bancos","Acima de 3.000","FALSE","Cientista de Dados/Data Scientist","Sênior","de R$ 16.001/mês a R$ 20.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","Amazon Web Services (AWS)",,"2024"
"aq9qpv42w7qflaq8qk5wnju4j5zsai2p","20","17-21","Feminino","Branca","Não","SP","Sudeste","Estudante de Graduação","Finanças ou Bancos","Acima de 3.000","FALSE","Analytics Engineer","Júnior","de R$ 2.001/mês a R$ 3.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Amazon Web Services (AWS)",,"2024"
"un37q4r64y2wzxm35zgun37qy1rzvkme","41","40-44","Masculino","Branca","Não","RJ","Sudeste","Graduação/Bacharelado","Tecnologia/Fábrica de Software","de 11 a 50","FALSE","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo 100% remoto",,,"2024"
"r8ioitojld4k9h937r8ioit0r0v2dyw1","28","25-29","Masculino","Branca","Não","SP","Sudeste","Mestrado","Internet/Ecommerce","Acima de 3.000","TRUE",,,"de R$ 25.001/mês a R$ 30.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)",,"Não é uma iniciativa que estamos focando e não tem sido uma prioridade.","2024"
"hr69v6g3ydebjgs67yhhr69v6g3e1fjd","34","30-34","Masculino","Branca","Não","CE","Nordeste","Pós-graduação","Área da Saúde","Acima de 3.000","FALSE","Cientista de Dados/Data Scientist","Sênior","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo 100% presencial","Google Cloud (GCP)",,"2024"
"nw5f91a1t1k6ns6nw5f9qaa96ujd2fob","28","25-29","Masculino","Branca","Não","PE","Nordeste","Graduação/Bacharelado","Marketing","de 101 a 500","TRUE",,,"de R$ 4.001/mês a R$ 6.000/mês","true","Modelo 100% presencial",,"Não é uma iniciativa que estamos focando e não tem sido uma prioridade.","2024"
"697fqlbrchlteuvurhb697fqlb5fj18b","24","22-24","Feminino","Parda","Não","RJ","Sudeste","Pós-graduação","Área da Saúde","de 501 a 1.000","FALSE","Cientista de Dados/Data Scientist","Pleno","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Não sei opinar / Não tenho preferência",,"2024"
"02bajzvq52g9s7lnfmpe02ba4l6mpm1y","32","30-34","Masculino","Branca","Não","SC","Sul","Graduação/Bacharelado","Tecnologia/Fábrica de Software","de 1.001 a 3.000","FALSE","Analista de Suporte/Analista Técnico","Pleno","de R$ 4.001/mês a R$ 6.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","Não sei opinar / Não tenho preferência",,"2024"
"10b8iqymoolx2kj10bcrka4tcqfa0ige","27","25-29","Masculino","Parda","Não","PA","Norte","Graduação/Bacharelado","Indústria","de 1.001 a 3.000","FALSE","Analista de BI/BI Analyst","Pleno","de R$ 6.001/mês a R$ 8.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Não sei opinar / Não tenho preferência",,"2024"
"ij3dw3bsh3t32il5yut2ij3dje4weo5g","27","25-29","Masculino","Preta","Não","SP","Sudeste","Graduação/Bacharelado","Área de Consultoria","Acima de 3.000","FALSE","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","Amazon Web Services (AWS)",,"2024"
"xl039s1ynxudqpbym2pxl039s1zauvrb","27","25-29","Feminino","Preta","Não","CE","Nordeste","Pós-graduação","Indústria","Acima de 3.000","FALSE","Analytics Engineer","Sênior","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo 100% remoto","Google Cloud (GCP)",,"2024"
"js3upkxiwqwof2172yjs3upkx6ekzpc3","33","30-34","Masculino","Branca","Não","PR","Sul","Pós-graduação","Tecnologia/Fábrica de Software","de 11 a 50","FALSE","Analista de Dados/Data Analyst","Pleno","de R$ 4.001/mês a R$ 6.000/mês","true","Modelo 100% remoto","Não sei opinar / Não tenho preferência",,"2024"
"wxicqkrrgbq94gyv2wxic3q3b8wv5taw","37","35-39","Masculino","Branca","Não","MG","Sudeste","Pós-graduação","Outra Opção","de 101 a 500","FALSE","Analista de Dados/Data Analyst","Sênior","de R$ 6.001/mês a R$ 8.000/mês","true","Modelo 100% remoto","Não sei opinar / Não tenho preferência",,"2024"
"veo8hfsoag8s46axveo8hm5540xzwa1h","33","30-34","Feminino","Parda","Não","MA","Nordeste","Graduação/Bacharelado",,,,,,,,,,,"2024"
"rf3f88v8gd5mpxtanu7orf3f886kivv6","42","40-44","Masculino","Amarela","Não","SP","Sudeste","Pós-graduação","Varejo","Acima de 3.000","FALSE","Analista de BI/BI Analyst","Sênior","de R$ 12.001/mês a R$ 16.000/mês","true","Modelo 100% remoto","Google Cloud (GCP)",,"2024"
"3qiw0fgge0df0j7x3qiw41zdcz8hu8sc","43","40-44","Feminino","Parda","Não","SP","Sudeste","Mestrado","Finanças ou Bancos","Acima de 3.000","TRUE",,,"Acima de R$ 40.001/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)",,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo).","2024"
"tz3orp7sfbh57rhn976gtz3orpwfr1ut","22","22-24","Masculino","Amarela","Não","RJ","Sudeste","Estudante de Graduação","Indústria","Acima de 3.000","FALSE","Analytics Engineer","Júnior","de R$ 2.001/mês a R$ 3.000/mês","true","Modelo 100% remoto","Google Cloud (GCP)",,"2024"
"zrlklmweotog0ectfzrlkpxwm3kle2v7","38","35-39","Masculino","Branca","Não","SP","Sudeste","Pós-graduação","Outra Opção","de 1.001 a 3.000","TRUE",,,"de R$ 6.001/mês a R$ 8.000/mês","true","Modelo 100% presencial",,"Não é uma iniciativa que estamos focando e não tem sido uma prioridade.","2024"
"smv2j4hgvhswte5ksmv2wrvkzn0jli64","33","30-34","Masculino","Branca","Não","RS","Sul","Estudante de Graduação","Internet/Ecommerce","de 101 a 500","FALSE","Analista de Dados/Data Analyst","Pleno","de R$ 4.001/mês a R$ 6.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","Não sei opinar / Não tenho preferência",,"2024"
"inqqkg6sue309q9qinqq6earj3100w1y","33","30-34","Masculino","Preta","Não","PE","Nordeste","Doutorado ou Phd","Área de Consultoria","de 11 a 50","FALSE","Cientista de Dados/Data Scientist","Sênior","de R$ 12.001/mês a R$ 16.000/mês","true","Modelo 100% remoto","Amazon Web Services (AWS)",,"2024"
"gp13ifcxgmyuqjx6er42xgp13ij66qcu","30","30-34","Masculino","Branca","Não","SC","Sul","Pós-graduação","Tecnologia/Fábrica de Software","Acima de 3.000","TRUE",,,"de R$ 12.001/mês a R$ 16.000/mês","true","Modelo 100% remoto",,"Sim, é nossa principal prioridade como empresa (com foco executivo significativo e alocação de orçamento relevante).","2024"
"b7ycx31ovhuwazk53b7yczj38ygd3wan","38","35-39","Masculino","Branca","Não","BA","Nordeste","Doutorado ou Phd","Área de Consultoria","de 1 a 5","FALSE","Cientista de Dados/Data Scientist","Pleno","de R$ 6.001/mês a R$ 8.000/mês","true","Modelo 100% remoto","Amazon Web Services (AWS)",,"2024"
"vwy9xahg6e1872ugnrfvwy9xcxnb7aje","32","30-34","Masculino","Branca","Não","CE","Nordeste","Mestrado","Finanças ou Bancos","de 1.001 a 3.000","FALSE","Cientista de Dados/Data Scientist","Sênior","de R$ 12.001/mês a R$ 16.000/mês","true","Modelo 100% remoto","Amazon Web Services (AWS)",,"2024"
"k9v5h3ydmbf7tp6tkb9v6k9v5h75u0ue","25","25-29","Masculino","Preta","Não","SP","Sudeste","Mestrado",,,,,,,,,,,"2024"
"z60398r9dqluakpez603hhlugr21it3n","29","25-29","Masculino","Branca","Não","SP","Sudeste","Graduação/Bacharelado","Varejo","Acima de 3.000","FALSE","Cientista de Dados/Data Scientist","Sênior","de R$ 20.001/mês a R$ 25.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","Não sei opinar / Não tenho preferência",,"2024"
"hl42q90y8x1hzs3hl42651zuiq50qr77","42","40-44","Masculino","Preta","Não","SP","Sudeste","Pós-graduação","Entretenimento ou Esportes","de 101 a 500","FALSE","Analista de Dados/Data Analyst","Júnior","de R$ 4.001/mês a R$ 6.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","Não sei opinar / Não tenho preferência",,"2024"
"gcrz3frwedgcr08mxorzkh7twwyk6uke","43","40-44","Masculino","Preta","Não","SP","Sudeste","Pós-graduação","Telecomunicação","Acima de 3.000","FALSE","Analista de Dados/Data Analyst","Sênior","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","Amazon Web Services (AWS)",,"2024"
"ren9jumhbsplkdbfv5ren9jum9in4frv","41","40-44","Masculino","Branca","Não","RS","Sul","Graduação/Bacharelado","Tecnologia/Fábrica de Software","Acima de 3.000","FALSE","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","de R$ 20.001/mês a R$ 25.000/mês","true","Modelo 100% remoto","Não sei opinar / Não tenho preferência",,"2024"
"h9m17uni9mspwbuz6y7h9m1uhyq90kl1","38","35-39","Masculino","Branca","Não","SP","Sudeste","Pós-graduação","Finanças ou Bancos","Acima de 3.000","TRUE",,,"de R$ 25.001/mês a R$ 30.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial",,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo).","2024"
"l0t72ndst6n4viwv8l0tjw6ohgm3hc53","21","17-21","Feminino","Branca","Não","DF","Centro-oeste","Estudante de Graduação","Varejo","Acima de 3.000","FALSE","Analista de Dados/Data Analyst","Júnior","de R$ 1.001/mês a R$ 2.000/mês","true","Modelo 100% remoto","Não sei opinar / Não tenho preferência",,"2024"
"roahhfkudpgvpapr5roah01o8c6srulv","35","35-39","Masculino","Branca","Não","SP","Sudeste","Pós-graduação","Finanças ou Bancos","de 501 a 1.000","FALSE","Analista de Dados/Data Analyst","Pleno","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo 100% remoto","Amazon Web Services (AWS)",,"2024"
"7rgck273ffp3lpuep7rgcbrm5evkypyr","52","50-54","Feminino","Branca","Não","ES","Sudeste","Pós-graduação","Área da Saúde","de 1.001 a 3.000","TRUE",,,"de R$ 8.001/mês a R$ 12.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)",,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo).","2024"
"y8siv64zu0xk6rx94y8sijk5ljgme25d","27","25-29","Masculino","Branca","Não","RS","Sul","Graduação/Bacharelado","Outra Opção","Acima de 3.000","FALSE","Cientista de Dados/Data Scientist","Júnior","de R$ 3.001/mês a R$ 4.000/mês","true","Modelo 100% remoto","Não sei opinar / Não tenho preferência",,"2024"
"t3l54i1gqmu2goqe7itndt3l54kff5gl","45","45-49","Masculino","Branca","Não",,,"Pós-graduação","Área de Consultoria","de 1.001 a 3.000","FALSE","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","de R$ 16.001/mês a R$ 20.000/mês","true","Modelo 100% remoto","Azure (Microsoft)",,"2024"
"kwrp2jikx40061c1fkwrp2ibnqzb7o9n","36","35-39","Masculino","Branca","Não","SP","Sudeste","Estudante de Graduação","Outra Opção","de 11 a 50","FALSE","Analista de Negócios/Business Analyst","Júnior","de R$ 6.001/mês a R$ 8.000/mês","true","Modelo 100% presencial","Não sei opinar / Não tenho preferência",,"2024"
"6cvuyc9rt8j2pkxbpj1jz9856cvuyc9q","31","30-34","Feminino","Parda","Não","PB","Nordeste","Pós-graduação","Finanças ou Bancos","de 51 a 100","FALSE","Outra Opção","Pleno","de R$ 6.001/mês a R$ 8.000/mês","true","Modelo 100% remoto","Amazon Web Services (AWS)",,"2024"
"4gukvcz9p0uj9r234di4guk5csqkfcdo","36","35-39","Masculino","Parda","Não","CE","Nordeste","Pós-graduação","Internet/Ecommerce","Acima de 3.000","TRUE",,,"de R$ 30.001/mês a R$ 40.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)",,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo).","2024"
"8jw7qgpc7r5lkvyywu8jw7qzidevekxz","24","22-24","Feminino","Branca","Não","SC","Sul","Pós-graduação","Finanças ou Bancos","Acima de 3.000","FALSE","Analista de Dados/Data Analyst","Júnior","de R$ 3.001/mês a R$ 4.000/mês","true","Modelo 100% presencial","Amazon Web Services (AWS)",,"2024"
"37sxz0ermtm3jk729edz37sxzyjnlj9q","28","25-29","Masculino","Branca","Não","PR","Sul","Pós-graduação","Finanças ou Bancos","Acima de 3.000","FALSE","Cientista de Dados/Data Scientist","Sênior","de R$ 16.001/mês a R$ 20.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Amazon Web Services (AWS)",,"2024"
"tq6orpcm1xrea9ffmq9fxtq6orpwurr4","68","55+","Feminino","Parda","Não","PE","Nordeste","Pós-graduação",,,,,,,,,,,"2024"
"6z38f44ko51rvjh76z38f12ki7sfq9pm","38","35-39","Masculino","Branca","Não","RS","Sul","Mestrado","Finanças ou Bancos","Acima de 3.000","FALSE","Cientista de Dados/Data Scientist","Sênior","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo 100% remoto","Não sei opinar / Não tenho preferência",,"2024"
"t7awyxezrnmke8adrvr1t7awyzhdvz3c","24","22-24","Masculino","Branca","Não","MG","Sudeste","Graduação/Bacharelado","Área de Consultoria","de 101 a 500","FALSE","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo 100% remoto","Azure (Microsoft)",,"2024"
"v388yq37nl0ucuixy46qamv388yqelk5","24","22-24","Masculino","Parda","Sim","RJ","Sudeste","Estudante de Graduação",,,,,,,,,,,"2024"
"7yxhkjrmc3r9ttbdsnfikt7yxhkj7d70","27","25-29","Masculino","Branca","Não","PR","Sul","Graduação/Bacharelado","Área da Saúde","de 101 a 500","FALSE","Cientista de Dados/Data Scientist","Pleno","de R$ 4.001/mês a R$ 6.000/mês","true","Modelo 100% remoto","Google Cloud (GCP)",,"2024"
"l07zai6sxhpwepfssl07zaijv48kmthh","34","30-34","Masculino","Branca","Não","SP","Sudeste","Pós-graduação","Internet/Ecommerce","Acima de 3.000","FALSE","Analista de Dados/Data Analyst","Sênior","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Não sei opinar / Não tenho preferência",,"2024"
"kv19cta5nn6k2ajzxkv1vd09f3i0wen6","27","25-29","Masculino","Branca","Não","SP","Sudeste","Pós-graduação","Tecnologia/Fábrica de Software","de 51 a 100","TRUE",,,"de R$ 20.001/mês a R$ 25.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial",,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (tratam-se de iniciativas isoladas e com pouco foco).","2024"
"qc6plwo66m56sqc6pl87nu41g8bk7rdd","45","45-49","Masculino","Branca","Sim",,,"Mestrado","Educação","Acima de 3.000","FALSE","Analista de Dados/Data Analyst","Pleno","de R$ 6.001/mês a R$ 8.000/mês","true","Modelo 100% presencial","Não sei opinar / Não tenho preferência",,"2024"
"v4a7ipshnoifwn5v4ukfhoylrcebstuj","34","30-34","Masculino","Branca","Não","SP","Sudeste","Mestrado","Outra Opção","de 101 a 500","TRUE",,,"de R$ 16.001/mês a R$ 20.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial",,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo).","2024"
"ugwwvl9ik3dahhmtujnaugwwvl9iu2b1","21","17-21","Feminino","Parda","Não","RJ","Sudeste","Estudante de Graduação","Tecnologia/Fábrica de Software","de 501 a 1.000","FALSE","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Júnior","de R$ 3.001/mês a R$ 4.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","Azure (Microsoft)",,"2024"
"vjc17flsul4mlw40f2wsrjyvjc17fq7q","53","50-54","Masculino","Branca","Não","SP","Sudeste","Pós-graduação","Setor Público","de 1.001 a 3.000","FALSE","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","de R$ 16.001/mês a R$ 20.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial",,,"2024"
"7jnidvs6i2jq0w5d7jnidvw1a5e2vny5","33","30-34","Masculino","Branca","Não","MG","Sudeste","Graduação/Bacharelado",,,,,,,,,,,"2024"
"ln66zf5l0zdkjdailn66z4pe56ryu50z","33","30-34","Masculino","Branca","Não","SP","Sudeste","Mestrado",,,,,,,,,,,"2024"
"3c9yasut1cqh2fii7h92946o3c9yasr4","39","35-39","Feminino","Branca","Não","SP","Sudeste","Pós-graduação",,,,,,,,,,,"2024"
"q87i6tdzlkba70rwv69q87i65d9try1k","24","22-24","Masculino","Parda","Não","SP","Sudeste","Graduação/Bacharelado","Setor Alimentício","Acima de 3.000","FALSE","Cientista de Dados/Data Scientist","Sênior","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo 100% remoto","Não sei opinar / Não tenho preferência",,"2024"
"log1usta8llzfjdfiv4wtlog1usutlvp","41","40-44","Masculino","Parda","Não","GO","Centro-oeste","Graduação/Bacharelado","Setor Automotivo","de 101 a 500","TRUE",,,"de R$ 8.001/mês a R$ 12.000/mês","true","Modelo 100% presencial",,"Sim, é nossa principal prioridade como empresa (com foco executivo significativo e alocação de orçamento relevante).","2024"
"kfohnkusjuy6v0bkfogy8hwzu0ivg11h","29","25-29","Masculino","Branca","Não","RS","Sul","Pós-graduação","Finanças ou Bancos","Acima de 3.000","FALSE","Analista de Dados/Data Analyst","Júnior","de R$ 3.001/mês a R$ 4.000/mês","true","Modelo 100% presencial","Não sei opinar / Não tenho preferência",,"2024"
"azntvds049cvqnsfognjazntvapab4sh","35","35-39","Masculino","Branca","Não",,,"Pós-graduação","Varejo","de 101 a 500","TRUE",,,"de R$ 30.001/mês a R$ 40.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial",,"Não é uma iniciativa que estamos focando e não tem sido uma prioridade.","2024"
"k5vfcv5nojc47cbzvv7k5vf9l5bwlt7f","24","22-24","Masculino","Parda","Não","SC","Sul","Mestrado","Tecnologia/Fábrica de Software","de 501 a 1.000","FALSE","Analista de Dados/Data Analyst","Sênior","de R$ 12.001/mês a R$ 16.000/mês","true","Modelo 100% remoto","Google Cloud (GCP)",,"2024"
"l7phmaoxxe7efe6pl7phmaod5mv3q1vl","33","30-34","Masculino","Branca","Não","SP","Sudeste","Pós-graduação","Varejo","de 1.001 a 3.000","TRUE",,,"de R$ 16.001/mês a R$ 20.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial",,"Não é uma iniciativa que estamos focando e não tem sido uma prioridade.","2024"
"3ahu1g7d2igxa4lidvr3ahu1g7ut9vyp","31","30-34","Masculino","Branca","Não","SP","Sudeste","Pós-graduação","Finanças ou Bancos","Acima de 3.000","FALSE","Analytics Engineer","Sênior","de R$ 16.001/mês a R$ 20.000/mês","true","Modelo 100% remoto","Não sei opinar / Não tenho preferência",,"2024"
"ggpw3ffty64ko1ubxo0iggpw3fm7kg1y","20","17-21","Feminino","Branca","Não","DF","Centro-oeste","Estudante de Graduação","Internet/Ecommerce","de 1 a 5","FALSE","Outra Opção","Júnior","Menos de R$ 1.000/mês","true","Modelo 100% presencial",,,"2024"
"kp6nfah73rpke9euhkp6nfx2ixl90oby","31","30-34","Masculino","Branca","Não","SP","Sudeste","Graduação/Bacharelado","Tecnologia/Fábrica de Software","de 101 a 500","FALSE","Analista de Dados/Data Analyst","Pleno","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo 100% remoto","Azure (Microsoft)",,"2024"
"maxtll3mgg4swwn05lx6maxtl99wyczk","38","35-39","Masculino","Branca","Não","SP","Sudeste","Pós-graduação","Área da Saúde","Acima de 3.000","FALSE","Analytics Engineer","Sênior","de R$ 16.001/mês a R$ 20.000/mês","true","Modelo 100% remoto","Azure (Microsoft)",,"2024"
"5g3q9oaftr4bieyhiyu5g3q9oaf0xlcr","45","45-49","Masculino","Parda","Não","MG","Sudeste","Pós-graduação",,,,,,,,,,,"2024"
"fqovbnrsjzgapyljffqovbeju8joiy97","40","40-44","Masculino","Branca","Não","PR","Sul","Graduação/Bacharelado",,,,,,,,,,,"2024"
"yt73yak9ej89i67q5yt73yadcq9zgb8s","45","45-49","Masculino","Branca","Não","SP","Sudeste","Graduação/Bacharelado","Finanças ou Bancos","Acima de 3.000","TRUE",,,"de R$ 30.001/mês a R$ 40.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)",,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo).","2024"
"d16ncp6agam3sr1f9d16ncp65auxrqii","35","35-39","Masculino","Branca","Não","CE","Nordeste","Mestrado","Finanças ou Bancos","de 1.001 a 3.000","FALSE","Cientista de Dados/Data Scientist","Sênior","de R$ 12.001/mês a R$ 16.000/mês","true","Modelo 100% remoto","Google Cloud (GCP)",,"2024"
"j2av9lpk52qneewyzgwelj2av9lpkwe1","22","22-24","Masculino","Branca","Não","PB","Nordeste","Graduação/Bacharelado","Finanças ou Bancos","Acima de 3.000","FALSE","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","de R$ 6.001/mês a R$ 8.000/mês","true","Modelo 100% remoto","Amazon Web Services (AWS)",,"2024"
"62o0jwf2azxmz73xo62opo0n8ii9vx98","33","30-34","Masculino","Parda","Não","MG","Sudeste","Pós-graduação","Finanças ou Bancos","Acima de 3.000","FALSE","Analista de Negócios/Business Analyst","Pleno","de R$ 12.001/mês a R$ 16.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Amazon Web Services (AWS)",,"2024"
"oucmw8h0zmogy7ca8v8oucmwdye2483v","41","40-44","Masculino","Branca","Não","MA","Nordeste","Mestrado","Finanças ou Bancos","de 1.001 a 3.000","FALSE","Cientista de Dados/Data Scientist","Sênior","de R$ 12.001/mês a R$ 16.000/mês","true","Modelo 100% remoto","Amazon Web Services (AWS)",,"2024"
"0gv4599m726pt06kev20gv45s8o8glp5","35","35-39","Masculino","Parda","Não","GO","Centro-oeste","Pós-graduação","Tecnologia/Fábrica de Software","de 1.001 a 3.000","FALSE","Analytics Engineer","Sênior","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo 100% remoto","Não sei opinar / Não tenho preferência",,"2024"
"nxd273z3tyznzgmzsv3qnxdukr4r6jjp","34","30-34","Feminino","Parda","Não","SP","Sudeste","Mestrado","Finanças ou Bancos","Acima de 3.000","FALSE","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Pleno","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Não sei opinar / Não tenho preferência",,"2024"
"78rvbdd6ok254tclvun78rvbduvet1vj","35","35-39","Masculino","Parda","Não","RJ","Sudeste","Pós-graduação","Entretenimento ou Esportes","de 501 a 1.000","FALSE","Analista de Dados/Data Analyst","Pleno","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","Google Cloud (GCP)",,"2024"
"z4339tgcnhucawc2t3k93gcrz4339tgc","31","30-34","Feminino","Branca","Não","SP","Sudeste","Graduação/Bacharelado","Tecnologia/Fábrica de Software","de 1.001 a 3.000","TRUE",,,"de R$ 12.001/mês a R$ 16.000/mês","true","Modelo 100% remoto",,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo).","2024"
