nome_padronizado,nome_2023,nome_2024,nome_2025,
bancos_dados,"('P4_g ', 'Quais dos bancos de dados/fontes de dados listados abaixo você utiliza no trabalho?')",4.g_banco_de_dados_(dia_a_dia),4.d_banco_de_dados_(dia_a_dia),
bancos_dados_mysql,"('P4_g_1 ', 'MySQL')",4.g.1_MySQL,4.d.1_MySQL,
bancos_dados_oracle,"('P4_g_2 ', 'Oracle')",4.g.2_Oracle,4.d.2_Oracle,
bancos_dados_sqlserver,"('P4_g_3 ', 'SQL SERVER')",4.g.3_SQL SERVER,4.d.3_SQL SERVER,
bancos_dados_rds,"('P4_g_4 ', 'Amazon Aurora ou RDS')",4.g.4_Amazon Aurora ou RDS,4.d.4_Amazon Aurora ou RDS,
bancos_dados_dynamodb,"('P4_g_5 ', 'DynamoDB')",4.g.5_DynamoDB,4.d.5_DynamoDB,
bancos_dados_coachdb,"('P4_g_6 ', 'CoachDB')",4.g.6_CoachDB,4.d.6_CoachDB,
bancos_dados_cassandra,"('P4_g_7 ', 'Cassandra')",4.g.7_Cassandra,4.d.7_Cassandra,
bancos_dados_mongodb,"('P4_g_8 ', 'MongoDB')",4.g.8_MongoDB,4.d.8_MongoDB,
bancos_dados_mariadb,"('P4_g_9 ', 'MariaDB')",4.g.9_MariaDB,4.d.9_MariaDB,
bancos_dados_datomic,"('P4_g_10 ', 'Datomic')",4.g.10_Datomic,4.d.10_Datomic,
bancos_dados_s3,"('P4_g_11 ', 'S3')",4.g.11_S3,4.d.11_S3,
bancos_dados_postgresql,"('P4_g_12 ', 'PostgreSQL')",4.g.12_PostgreSQL,4.d.12_PostgreSQL,
bancos_dados_elasticsearch,"('P4_g_13 ', 'ElasticSearch')",4.g.13_ElasticSearch,4.d.13_ElasticSearch,
bancos_dados_db2,"('P4_g_14 ', 'DB2')",4.g.14_DB2,4.d.14_DB2,
bancos_dados_microsoftacess,"('P4_g_15 ', 'Microsoft Access')",4.g.15_Microsoft Access,4.d.15_Microsoft Access,
bancos_dados_sqlite,"('P4_g_16 ', 'SQLite')",4.g.16_SQLite,4.d.16_SQLite,
bancos_dados_sybase,"('P4_g_17 ', 'Sybase')",4.g.17_Sybase,4.d.17_Sybase,
bancos_dados_firebase,"('P4_g_18 ', 'Firebase')",4.g.18_Firebase,4.d.18_Firebase,
bancos_dados_vertica,"('P4_g_19 ', 'Vertica')",4.g.19_Vertica,4.d.19_Vertica,
bancos_dados_redis,"('P4_g_20 ', 'Redis')",4.g.20_Redis,4.d.20_Redis,
bancos_dados_neo4j,"('P4_g_21 ', 'Neo4J')",4.g.21_Neo4J,4.d.21_Neo4J,
bancos_dados_bigquery,"('P4_g_22 ', 'Google BigQuery')",4.g.22_Google BigQuery,4.d.22_Google BigQuery,
bancos_dados_firestone,"('P4_g_23 ', 'Google Firestore')",4.g.23_Google Firestore,4.d.23_Google Firestore,
bancos_dados_redshift,"('P4_g_24 ', 'Amazon Redshift')",4.g.24_Amazon Redshift,4.d.24_Amazon Redshift,
bancos_dados_athena,"('P4_g_25 ', 'Amazon Athena')",4.g.25_Amazon Athena,4.d.25_Amazon Athena,
bancos_dados_snowflake,"('P4_g_26 ', 'Snowflake')",4.g.26_Snowflake,4.d.26_Snowflake,
bancos_dados_databricks,"('P4_g_27 ', 'Databricks')",4.g.27_Databricks,4.d.27_Databricks,
bancos_dados_hbase,"('P4_g_28 ', 'HBase')",4.g.28_HBase,4.d.28_HBase,
bancos_dados_presto,"('P4_g_29 ', 'Presto')",4.g.29_Presto,4.d.29_Presto,
bancos_dados_splunk,"('P4_g_30 ', 'Splunk')",4.g.30_Splunk,4.d.30_Splunk,
bancos_dados_saphana,"('P4_g_31 ', 'SAP HANA')",4.g.31_SAP HANA,4.d.31_SAP HANA,
bancos_dados_hive,"('P4_g_32 ', 'Hive')",4.g.32_Hive,4.d.32_Hive,
bancos_dados_firebird,"('P4_g_33 ', 'Firebird')",4.g.33_Firebird,4.d.33_Firebird,
servico_cloud,"('P4_h ', 'Dentre as opções listadas, qual sua Cloud preferida?')",4.h_cloud_(dia_a_dia),4.e_cloud_(dia_a_dia),
servico_cloud_aws,"('P4_h_2 ', 'Amazon Web Services (AWS)')",4.h.1_Amazon Web Services (AWS),4.e.1_Amazon Web Services (AWS),
servico_cloud_google,"('P4_h_3 ', 'Google Cloud (GCP)')",4.h.2_Google Cloud (GCP),4.e.2_Google Cloud (GCP),
servico_cloud_azure,"('P4_h_1 ', 'Azure (Microsoft)')",4.h.3_Azure (Microsoft),4.e.3_Azure (Microsoft),
servico_cloud_oracle,"('P4_h_4 ', 'Oracle Cloud')",4.h.4_Oracle Cloud,4.e.4_Oracle Cloud,
servico_cloud_ibm,"('P4_h_5 ', 'IBM')",4.h.5_IBM,4.e.5_IBM,
servico_cloud_sem_uso,"('P4_h_6 ', 'Servidores On Premise/Não utilizamos Cloud')",4.h.6_Servidores On Premise/Não utilizamos Cloud,4.e.6_Servidores On Premise/Não utilizamos Cloud,
servico_cloud_propria,"('P4_h_7 ', 'Cloud Própria')",4.h.7_Cloud Própria,4.e.7_Cloud Própria,
servico_cloud_preferido,"('P4_i ', 'Cloud preferida')",4.i_cloud_preferida,4.f_cloud_preferida,
ferramenta_bi,"('P4_j ', 'Ferramenta de BI utilizada no dia a dia')",4.j_ferramenta_de_bi_(dia_a_dia),4.g_ferramenta_de_bi_(dia_a_dia),
ferramenta_bi_powerbi,"('P4_j_1 ', 'Microsoft PowerBI')",4.j.1_Microsoft PowerBI,4.g.1_Microsoft PowerBI,
ferramenta_bi_qlik,"('P4_j_2 ', 'Qlik View/Qlik Sense')",4.j.2_Qlik View/Qlik Sense,4.g.2_Qlik View/Qlik Sense,
ferramenta_bi_tableau,"('P4_j_3 ', 'Tableau')",4.j.3_Tableau,4.g.3_Tableau,
ferramenta_bi_metabase,"('P4_j_4 ', 'Metabase')",4.j.4_Metabase,4.g.4_Metabase,
ferramenta_bi_superset,"('P4_j_5 ', 'Superset')",4.j.5_Superset,4.g.5_Superset,
ferramenta_bi_redash,"('P4_j_6 ', 'Redash')",4.j.6_Redash,4.g.6_Redash,
ferramenta_bi_looker,"('P4_j_7 ', 'Looker')",4.j.7_Looker,4.g.7_Looker,
ferramenta_bi_lookerstudio,"('P4_j_8 ', 'Looker Studio(Google Data Studio)')",4.j.8_Looker Studio(Google Data Studio),4.g.8_Looker Studio(Google Data Studio),
ferramenta_bi_quicksight,"('P4_j_9 ', 'Amazon Quicksight')",4.j.9_Amazon Quicksight,4.g.9_Amazon Quicksight,
ferramenta_bi_alteryx,"('P4_j_11 ', 'Alteryx')",4.j.10_Alteryx,4.g.10_Alteryx,
ferramenta_bi_sap,"('P4_j_14 ', 'SAP Business Objects/SAP Analytics')",4.j.11_SAP Business Objects/SAP Analytics,4.g.11_SAP Business Objects/SAP Analytics,
ferramenta_bi_oracle,"('P4_j_15 ', 'Oracle Business Intelligence')",4.j.12_Oracle Business Intelligence,4.g.12_Oracle Business Intelligence,
ferramenta_bi_salesforce,"('P4_j_16 ', 'Salesforce/Einstein Analytics')",4.j.13_Salesforce/Einstein Analytics,4.g.13_Salesforce/Einstein Analytics,
ferramenta_bi_sas,"('P4_j_18 ', 'SAS Visual Analytics')",4.j.14_SAS Visual Analytics,4.g.14_SAS Visual Analytics,
ferramenta_bi_grafana,"('P4_j_19 ', 'Grafana')",4.j.15_Grafana,4.g.15_Grafana,
ferramenta_bi_pentaho,"('P4_j_21 ', 'Pentaho')",4.j.16_Pentaho,4.g.16_Pentaho,
ferramenta_bi_excel,"('P4_j_22 ', 'Fazemos todas as análises utilizando apenas Excel ou planilhas do google')",4.j.17_Fazemos todas as análises utilizando apenas Excel ou planilhas do google,4.g.17_Fazemos todas as análises utilizando apenas Excel ou planilhas do google,
ferramenta_bi_sem_uso,"('P4_j_23 ', 'Não utilizo nenhuma ferramenta de BI no trabalho')",4.j.18_Não utilizo nenhuma ferramenta de BI no trabalho,4.g.18_Não utilizo nenhuma ferramenta de BI no trabalho,
ferramenta_bi_preferida,"('P4_k ', 'Qual sua ferramenta de BI preferida?')",4.k_ferramenta_de_bi_preferida,4.h_ferramenta_de_bi_preferida,
ai_uso_v2,"('P4_l ', 'Qual o tipo de uso de AI Generativa e LLMs na empresa')",4.l_tipo_de_uso_de_ai_generativa_e_llm_na_empresa,4.i_tipo_de_uso_de_ai_generativa_e_llm_na_empresa,
ai_uso_v2_independente,"('P4_l_1 ', 'Colaboradores usando AI generativa de forma independente e descentralizada')",4.l.1 Colaboradores usando AI generativa de forma independente e descentralizada,4.i.1 Colaboradores usando AI generativa de forma independente e descentralizada,
ai_uso_v2_centralizado,"('P4_l_2 ', 'Direcionamento centralizado do uso de AI generativa')",4.l.2 Direcionamento centralizado do uso de AI generativa,4.i.2 Direcionamento centralizado do uso de AI generativa,
ai_uso_v2_copilotos,"('P4_l_3 ', 'Desenvolvedores utilizando Copilots')",4.l.3 Desenvolvedores utilizando Copilots,4.i.3 Desenvolvedores utilizando Copilots,
ai_uso_v2_produtos_externos,"('P4_l_4 ', 'AI Generativa e LLMs para melhorar produtos externos para os clientes finais')",4.l.4 AI Generativa e LLMs para melhorar produtos externos para os clientes finais,4.i.4 AI Generativa e LLMs para melhorar produtos externos para os clientes finais,
ai_uso_v2_produtos_internos,"('P4_l_5 ', 'AI Generativa e LLMs para melhorar produtos internos para os colaboradores')",4.l.5 AI Generativa e LLMs para melhorar produtos internos para os colaboradores,4.i.5 AI Generativa e LLMs para melhorar produtos internos para os colaboradores,
ai_uso_v2_principal,"('P4_l_6 ', 'IA Generativa e LLMs como principal frente do negócio')",4.l.6 IA Generativa e LLMs como principal frente do negócio,4.i.6 IA Generativa e LLMs como principal frente do negócio,
ai_uso_v2_sem_uso,"('P4_l_7 ', 'IA Generativa e LLMs não é prioridade')",4.l.7 IA Generativa e LLMs não é prioridade,4.i.7 IA Generativa e LLMs não é prioridade,
ai_uso_v2_sem_opiniao,"('P4_l_8 ', 'Não sei opinar sobre o uso de IA Generativa e LLMs na empresa')",4.l.8 Não sei opinar sobre o uso de IA Generativa e LLMs na empresa,4.i.8 Não sei opinar sobre o uso de IA Generativa e LLMs na empresa,
ai_uso_trabalho,"('P4_m ', 'Utiliza ChatGPT ou LLMs no trabalho?')",4.m_usa_chatgpt_ou_copilot_no_trabalho?,4.j_usa_chatgpt_ou_copilot_no_trabalho?,
ai_uso_trabalho_sem_uso,"('P4_m_1 ', 'Não uso soluções de AI Generativa com foco em produtividade')",4.m.1 Não uso soluções de AI Generativa com foco em produtividade,4.j.1 Não uso soluções de AI Generativa com foco em produtividade,
ai_uso_trabalho_gratuito,"('P4_m_2 ', 'Uso soluções gratuitas de AI Generativa com foco em produtividade')",4.m.2 Uso soluções gratuitas de AI Generativa com foco em produtividade,4.j.2 Uso soluções gratuitas de AI Generativa com foco em produtividade,
ai_uso_trabalho_pago,"('P4_m_3 ', 'Uso e pago pelas soluções de AI Generativa com foco em produtividade')",4.m.3 Uso e pago pelas soluções de AI Generativa com foco em produtividade,4.j.3 Uso e pago pelas soluções de AI Generativa com foco em produtividade,
ai_uso_trabalho_empresa_paga,"('P4_m_4 ', 'A empresa que trabalho paga pelas soluções de AI Generativa com foco em produtividade')",4.m.4 A empresa que trabalho paga pelas soluções de AI Generativa com foco em produtividade,4.j.4 A empresa que trabalho paga pelas soluções de AI Generativa com foco em produtividade,
ai_uso_trabalho_copilot,"('P4_m_5 ', 'Uso soluções do tipo Copilot')",4.m.5 Uso soluções do tipo Copilot,4.j.5 Uso soluções do tipo Copilot,
interesse_dados,"('P5_a ', 'Qual seu objetivo na área de dados?')",5.a_objetivo_na_area_de_dados,5.a_objetivo_na_area_de_dados,
interesse_cargo,"('P5_b ', 'Qual oportunidade você está buscando?')",5.b_oportunidade_buscada,5.b_oportunidade_buscada,
interesse_tempo,"('P5_c ', 'Há quanto tempo você busca uma oportunidade na área de dados?')",5.c_tempo_em_busca_de_oportunidade,5.c_tempo_em_busca_de_oportunidade,
interesse_processos,"('P5_d ', 'Como tem sido a busca por um emprego na área de dados?')",5.d_experiencia_em_processos_seletivos,5.d_experiencia_em_processos_seletivos,
rotina_de,"('P6_a ', 'Quais das opções abaixo fazem parte da sua rotina no trabalho atual como engenheiro de dados?')",6.a_rotina_como_de,6.a_rotina_como_de,
rotina_de_pipelines,"('P6_a_1 ', 'Desenvolvo pipelines de dados utilizando linguagens de programação como Python, Scala, Java etc.')","6.a.1_Desenvolvo pipelines de dados utilizando linguagens de programação como Python, Scala, Java etc.","6.a.1_Desenvolvo pipelines de dados utilizando linguagens de programação como Python, Scala, Java etc.",
rotina_de_etls,"('P6_a_2 ', 'Realizo construções de ETL's em ferramentas como Pentaho, Talend, Dataflow etc.')","6.a.2_Realizo construções de ETL's em ferramentas como Pentaho, Talend, Dataflow etc.","6.a.2_Realizo construções de ETL's em ferramentas como Pentaho, Talend, Dataflow etc.",
rotina_de_sql,"('P6_a_3 ', 'Crio consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.')",6.a.3_Crio consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.,6.a.3_Crio consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.,
rotina_de_integracao,"('P6_a_4 ', 'Atuo na integração de diferentes fontes de dados através de plataformas proprietárias como Stitch Data, Fivetran etc.')","6.a.4_Atuo na integração de diferentes fontes de dados através de plataformas proprietárias como Stitch Data, Fivetran etc.","6.a.4_Atuo na integração de diferentes fontes de dados através de plataformas proprietárias como Stitch Data, Fivetran etc.",
rotina_de_arquitetura,"('P6_a_5 ', 'Modelo soluções de arquitetura de dados, criando componentes de ingestão de dados, transformação e recuperação da informação.')","6.a.5_Modelo soluções de arquitetura de dados, criando componentes de ingestão de dados, transformação e recuperação da informação.","6.a.5_Modelo soluções de arquitetura de dados, criando componentes de ingestão de dados, transformação e recuperação da informação.",
rotina_de_manutencao,"('P6_a_6 ', 'Desenvolvo/cuido da manutenção de repositórios de dados baseados em streaming de eventos como Data Lakes e Data Lakehouses.')",6.a.6_Desenvolvo/cuido da manutenção de repositórios de dados baseados em streaming de eventos como Data Lakes e Data Lakehouses.,6.a.6_Desenvolvo/cuido da manutenção de repositórios de dados baseados em streaming de eventos como Data Lakes e Data Lakehouses.,
rotina_de_modelagem,"('P6_a_7 ', 'Atuo na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts etc.')","6.a.7_Atuo na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts, Datasets etc.","6.a.7_Atuo na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts, Datasets etc.",
rotina_de_qualidade,"('P6_a_8 ', 'Cuido da qualidade dos dados, metadados e dicionário de dados.')","6.a.8_Cuido da qualidade dos dados, metadados e dicionário de dados.","6.a.8_Cuido da qualidade dos dados, metadados e dicionário de dados.",
rotina_de_nenhuma_listada,"('P6_a_9 ', 'Nenhuma das opções listadas refletem meu dia a dia.')",6.a.9_Nenhuma das opções listadas refletem meu dia a dia.,6.a.9_Nenhuma das opções listadas refletem meu dia a dia.,
ferramenta_etl,"('P6_b ', 'Quais as ferramentas/tecnologias de ETL que você utiliza no trabalho como Data Engineer?')",6.b_ferramentas_etl_de,6.b_ferramentas_etl_de,
ferramenta_etl_python,"('P6_b_1 ', 'Scripts Python')",6.b.1_Scripts Python,6.b.1_Scripts Python,
ferramenta_etl_sql,"('P6_b_2 ', 'SQL & Stored Procedures')",6.b.2_SQL & Stored Procedures,6.b.2_SQL & Stored Procedures,
ferramenta_etl_airflow,"('P6_b_3 ', 'Apache Airflow')",6.b.3_Apache Airflow,6.b.3_Apache Airflow,
ferramenta_etl_nifi,"('P6_b_4 ', 'Apache NiFi')",6.b.4_Apache NiFi,6.b.4_Apache NiFi,
ferramenta_etl_luigi,"('P6_b_5 ', 'Luigi')",6.b.5_Luigi,6.b.5_Luigi,
ferramenta_etl_glue,"('P6_b_6 ', 'AWS Glue')",6.b.6_AWS Glue,6.b.6_AWS Glue,
ferramenta_etl_talend,"('P6_b_7 ', 'Talend')",6.b.7_Talend,6.b.7_Talend,
ferramenta_etl_pentaho,"('P6_b_8 ', 'Pentaho')",6.b.8_Pentaho,6.b.8_Pentaho,
ferramenta_etl_alteryx,"('P6_b_9 ', 'Alteryx')",6.b.9_Alteryx,6.b.9_Alteryx,
ferramenta_etl_stitch,"('P6_b_10 ', 'Stitch')",6.b.10_Stitch,6.b.10_Stitch,
ferramenta_etl_fivetran,"('P6_b_11 ', 'Fivetran')",6.b.11_Fivetran,6.b.11_Fivetran,
ferramenta_etl_dataflow,"('P6_b_12 ', 'Google Dataflow')",6.b.12_Google Dataflow,6.b.12_Google Dataflow,
ferramenta_etl_oracle,"('P6_b_13 ', 'Oracle Data Integrator')",6.b.13_Oracle Data Integrator,6.b.13_Oracle Data Integrator,
ferramenta_etl_ibm,"('P6_b_14 ', 'IBM DataStage')",6.b.14_IBM DataStage,6.b.14_IBM DataStage,
ferramenta_etl_sap,"('P6_b_15 ', 'SAP BW ETL')",6.b.15_SAP BW ETL,6.b.15_SAP BW ETL,
ferramenta_etl_sqlserver,"('P6_b_16 ', 'SQL Server Integration Services (SSIS))",6.b.16_SQL Server Integration Services (SSIS),6.b.16_SQL Server Integration Services (SSIS),
ferramenta_etl_sas,"('P6_b_17 ', 'SAS Data Integration')",6.b.17_SAS Data Integration,6.b.17_SAS Data Integration,
ferramenta_etl_qliksense,"('P6_b_18 ', 'Qlik Sense')",6.b.18_Qlik Sense,6.b.18_Qlik Sense,
ferramenta_etl_knime,"('P6_b_19 ', 'Knime')",6.b.19_Knime,6.b.19_Knime,
ferramenta_etl_databricks,"('P6_b_20 ', 'Databricks')",6.b.20_Databricks,6.b.20_Databricks,
ferramenta_etl_sem_uso,"('P6_b_21 ', 'Não utilizo ferramentas de ETL')",6.b.21_Não utilizo ferramentas de ETL,6.b.21_Não utilizo ferramentas de ETL,
datalake_uso,"('P6_c ', 'Sua organização possui um Data Lake?')",6.c_possui_data_lake,6.c_possui_data_lake,
datalake_tecnologia,"('P6_d ', 'Qual tecnologia utilizada como plataforma do Data Lake?')",6.d_tecnologia_data_lake,6.d_tecnologia_data_lake,
datawarehouse_uso,"('P6_e ', 'Sua organização possui um Data Warehouse?')",6.e_possui_data_warehouse,6.e_possui_data_warehouse,
datawarehouse_tecnologia,"('P6_f ', 'Qual tecnologia utilizada como plataforma do Data Warehouse?')",6.f_tecnologia_data_warehouse,6.f_tecnologia_data_warehouse,
ferramenta_qualidade,"('P6_g ', 'Quais as ferramentas de gestão de Qualidade de dados, Metadados e catálogo de dados você utiliza no trabalho?')",6.g_ferramentas_de_qualidade_de_dados_(dia_a_dia),6.g_ferramentas_de_qualidade_de_dados_(dia_a_dia),
tempo_gasto,"('P6_h ', 'Em qual das opções abaixo você gasta a maior parte do seu tempo?')",6.h_maior_tempo_gasto_como_de,6.h_maior_tempo_gasto_como_de,
tempo_gasto_pipelines,"('P6_h_1 ', 'Desenvolvendo pipelines de dados utilizando linguagens de programação como Python, Scala, Java etc.')","6.h.1_Desenvolvendo pipelines de dados utilizando linguagens de programação como Python, Scala, Java etc.","6.h.1_Desenvolvendo pipelines de dados utilizando linguagens de programação como Python, Scala, Java etc.",
tempo_gasto_etls,"('P6_h_2 ', 'Realizando construções de ETL's em ferramentas como Pentaho, Talend, Dataflow etc.')","6.h.2_Realizando construções de ETL\s em ferramentas como Pentaho, Talend, Dataflow etc.","6.h.2_Realizando construções de ETL\s em ferramentas como Pentaho, Talend, Dataflow etc.",
tempo_gasto_sql,"('P6_h_3 ', 'Criando consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.')",6.h.3_Criando consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.,6.h.3_Criando consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.,
tempo_gasto_integracao,"('P6_h_4 ', 'Atuando na integração de diferentes fontes de dados através de plataformas proprietárias como Stitch Data, Fivetran etc.')","6.h.4_Atuando na integração de diferentes fontes de dados através de plataformas proprietárias como Stitch Data, Fivetran etc.","6.h.4_Atuando na integração de diferentes fontes de dados através de plataformas proprietárias como Stitch Data, Fivetran etc.",
tempo_gasto_arquitetura,"('P6_h_5 ', 'Modelando soluções de arquitetura de dados, criando componentes de ingestão de dados, transformação e recuperação da informação.')","6.h.5_Modelando soluções de arquitetura de dados, criando componentes de ingestão de dados, transformação e recuperação da informação.","6.h.5_Modelando soluções de arquitetura de dados, criando componentes de ingestão de dados, transformação e recuperação da informação.",
tempo_gasto_manutencao,"('P6_h_6 ', 'Desenvolvendo/cuidando da manutenção de repositórios de dados baseados em streaming de eventos como Data Lakes e Data Lakehouses.')",6.h.6_Desenvolvendo/cuidando da manutenção de repositórios de dados baseados em streaming de eventos como Data Lakes e Data Lakehouses.,6.h.6_Desenvolvendo/cuidando da manutenção de repositórios de dados baseados em streaming de eventos como Data Lakes e Data Lakehouses.,
tempo_gasto_modelagem,"('P6_h_7 ', 'Atuando na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts etc.')","6.h.7_Atuando na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts, Datasets etc.","6.h.7_Atuando na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts, Datasets etc.",
tempo_gasto_qualidade,"('P6_h_8 ', 'Cuidando da qualidade dos dados, metadados e dicionário de dados.')","6.h.8_Cuidando da qualidade dos dados, metadados e dicionário de dados.","6.h.8_Cuidando da qualidade dos dados, metadados e dicionário de dados.",
tempo_gasto_nenhuma_listada,"('P6_h_9 ', 'Nenhuma das opções listadas refletem meu dia a dia.')",6.h.9_Nenhuma das opções listadas refletem meu dia a dia.,6.h.9_Nenhuma das opções listadas refletem meu dia a dia.,
rotina_da,"('P7_1 ', 'Quais das opções abaixo fazem parte da sua rotina no trabalho atual com análise de dados?')",7.a_rotina_como_da,7.a_rotina_como_da,
rotina_da_analise,"('P7_a_1 ', 'Processo e analiso dados utilizando linguagens de programação como Python, R etc.')","7.a.1_Processo e analiso dados utilizando linguagens de programação como Python, R etc.","7.a.1_Processo e analiso dados utilizando linguagens de programação como Python, R etc.",
rotina_da_dashboard,"('P7_a_2 ', 'Realizo construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik etc.')","7.a.2_Realizo construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik etc.","7.a.2_Realizo construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik etc.",
rotina_da_consultas,"('P7_a_3 ', 'Crio consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.')",7.a.3_Crio consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.,7.a.3_Crio consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.,
rotina_da_extracao,"('P7_a_4 ', 'Utilizo API's para extrair dados e complementar minhas análises.')",7.a.4_Utilizo API\s para extrair dados e complementar minhas análises.,7.a.4_Utilizo API\s para extrair dados e complementar minhas análises.,
rotina_da_experimentos,"('P7_a_5 ', 'Realizo experimentos e estudos utilizando metodologias estatísticas como teste de hipótese, modelos de regressão etc.')","7.a.5_Realizo experimentos e estudos utilizando metodologias estatísticas como teste de hipótese, modelos de regressão etc.","7.a.5_Realizo experimentos e estudos utilizando metodologias estatísticas como teste de hipótese, modelos de regressão etc.",
rotina_da_manutencao,"('P7_a_6 ', 'Desenvolvo/cuido da manutenção de ETL's utilizando tecnologias como Talend, Pentaho, Airflow, Dataflow etc.')","7.a.6_Desenvolvo/cuido da manutenção de ETL\s utilizando tecnologias como Talend, Pentaho, Airflow, Dataflow etc.","7.a.6_Desenvolvo/cuido da manutenção de ETL\s utilizando tecnologias como Talend, Pentaho, Airflow, Dataflow etc.",
rotina_da_modelagem,"('P7_a_7 ', 'Atuo na modelagem dos dados, com o objetivo de criar conjuntos de dados, Data Warehouses, Data Marts etc.')","7.a.7_Atuo na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts etc.","7.a.7_Atuo na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts etc.",
rotina_da_planilhas,"('P7_a_8 ', 'Desenvolvo/cuido da manutenção de planilhas para atender as áreas de negócio.')",7.a.8_Desenvolvo/cuido da manutenção de planilhas para atender as áreas de negócio.,7.a.8_Desenvolvo/cuido da manutenção de planilhas para atender as áreas de negócio.,
rotina_da_estatistica,"('P7_a_9 ', 'Utilizo ferramentas avançadas de estatística como SASS, PSS, Stata etc')","7.a.9_Utilizo ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises de dados.","7.a.9_Utilizo ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises de dados.",
rotina_da_nenhuma_listada,"('P7_a_10 ', 'Nenhuma das opções listadas refletem meu dia a dia.')",7.a.10_Nenhuma das opções listadas refletem meu dia a dia.,7.a.10_Nenhuma das opções listadas refletem meu dia a dia.,
ferramenta_etl_da,"('P7_b ', 'Quais as ferramentas/tecnologias de ETL que você utiliza no trabalho como Data Analyst?')",7.b_ferramentas_etl_da,7.b_ferramentas_etl_da,
ferramenta_etl_da_python,"('P7_b_1 ', 'Scripts Python')",7.b.1_Scripts Python,7.b.1_Scripts Python,
ferramenta_etl_da_sql,"('P7_b_2 ', 'SQL & Stored Procedures')",7.b.2_SQL & Stored Procedures,7.b.2_SQL & Stored Procedures,
ferramenta_etl_da_airflow,"('P7_b_3 ', 'Apache Airflow')",7.b.3_Apache Airflow,7.b.3_Apache Airflow,
ferramenta_etl_da_nifi,"('P7_b_4 ', 'Apache NiFi')",7.b.4_Apache NiFi,7.b.4_Apache NiFi,
ferramenta_etl_da_luigi,"('P7_b_5 ', 'Luigi')",7.b.5_Luigi,7.b.5_Luigi,
ferramenta_etl_da_glue,"('P7_b_6 ', 'AWS Glue')",7.b.6_AWS Glue,7.b.6_AWS Glue,
ferramenta_etl_da_talend,"('P7_b_7 ', 'Talend')",7.b.7_Talend,7.b.7_Talend,
ferramenta_etl_da_pentaho,"('P7_b_8 ', 'Pentaho')",7.b.8_Pentaho,7.b.8_Pentaho,
ferramenta_etl_da_alteryx,"('P7_b_9 ', 'Alteryx')",7.b.9_Alteryx,7.b.9_Alteryx,
ferramenta_etl_da_stitch,"('P7_b_10 ', 'Stitch')",7.b.10_Stitch,7.b.10_Stitch,
ferramenta_etl_da_fivetran,"('P7_b_11 ', 'Fivetran')",7.b.11_Fivetran,7.b.11_Fivetran,
ferramenta_etl_da_dataflow,"('P7_b_12 ', 'Google Dataflow')",7.b.12_Google Dataflow,7.b.12_Google Dataflow,
ferramenta_etl_da_oracle,"('P7_b_13 ', 'Oracle Data Integrator')",7.b.13_Oracle Data Integrator,7.b.13_Oracle Data Integrator,
ferramenta_etl_da_ibm,"('P7_b_14 ', 'IBM DataStage')",7.b.14_IBM DataStage,7.b.14_IBM DataStage,
ferramenta_etl_da_sap,"('P7_b_15 ', 'SAP BW ETL')",7.b.15_SAP BW ETL,7.b.15_SAP BW ETL,
ferramenta_etl_da_sqlserver,"('P7_b_16 ', 'SQL Server Integration Services (SSIS)')",7.b.16_SQL Server Integration Services (SSIS),7.b.16_SQL Server Integration Services (SSIS),
ferramenta_etl_da_sas,"('P7_b_17 ', 'SAS Data Integration')",7.b.17_SAS Data Integration,7.b.17_SAS Data Integration,
ferramenta_etl_da_qliksense,"('P7_b_18 ', 'Qlik Sense')",7.b.18_Qlik Sense,7.b.18_Qlik Sense,
ferramenta_etl_da_knime,"('P7_b_19 ', 'Knime')",7.b.19_Knime,7.b.19_Knime,
